# board=.../examples/04151_lcdi2c.bot.etch.tap
# tool size=0.005000
# pass=1
-0.83662, 0.60208,-0.83662, 0.67781
-0.83662, 0.67781,-0.83137, 0.69048
-0.83137, 0.69048,-0.82167, 0.70019
-0.82167, 0.70019,-0.80899, 0.70544
-0.80899, 0.70544,-0.79526, 0.70544
-0.79526, 0.70544,-0.78258, 0.70019
-0.78258, 0.70019,-0.77288, 0.69048
-0.77288, 0.69048,-0.76763, 0.67781
-0.76763, 0.67781,-0.76763, 0.60208
-0.76763, 0.60208,-0.77288, 0.58940
-0.77288, 0.58940,-0.78258, 0.57970
-0.78258, 0.57970,-0.78850, 0.57725
-0.78850, 0.57725,-0.78850, 0.57023
-0.78850, 0.57023,-0.88023, 0.47850
-0.88023, 0.47850,-0.88976, 0.47850
-0.88976, 0.47850,-1.39350, 0.47850
-1.39350, 0.47850,-1.39350, 0.35476
-1.39350, 0.35476,-1.36523, 0.32650
-1.36523, 0.32650,-1.35850, 0.31976
-1.35850, 0.31976,-1.35850, 0.26450
-1.35850, 0.26450,-1.35571, 0.26450
-1.35571, 0.26450,-1.33550, 0.24429
-1.33550, 0.24429,-1.33550, 0.22176
-1.33550, 0.22176,-1.30523, 0.19150
-1.30523, 0.19150,-1.03476, 0.19150
-1.03476, 0.19150,-0.95476, 0.27150
-0.95476, 0.27150,-0.94523, 0.27150
-0.94523, 0.27150,-0.66550, 0.27150
-0.66550, 0.27150,-0.66550, 0.27686
-0.66550, 0.27686,-0.66024, 0.28954
-0.66024, 0.28954,-0.65054, 0.29924
-0.65054, 0.29924,-0.63786, 0.30450
-0.63786, 0.30450,-0.56213, 0.30450
-0.56213, 0.30450,-0.54946, 0.29924
-0.54946, 0.29924,-0.53975, 0.28954
-0.53975, 0.28954,-0.53450, 0.27686
-0.53450, 0.27686,-0.53450, 0.26313
-0.53450, 0.26313,-0.53975, 0.25046
-0.53975, 0.25046,-0.54946, 0.24075
-0.54946, 0.24075,-0.56213, 0.23550
-0.56213, 0.23550,-0.63786, 0.23550
-0.63786, 0.23550,-0.65054, 0.24075
-0.65054, 0.24075,-0.65828, 0.24850
-0.65828, 0.24850,-0.94523, 0.24850
-0.94523, 0.24850,-1.01850, 0.17523
-1.01850, 0.17523,-1.02523, 0.16850
-1.02523, 0.16850,-1.30523, 0.16850
-1.30523, 0.16850,-1.31476, 0.16850
-1.31476, 0.16850,-1.34874, 0.20248
-1.34874, 0.20248,-1.35571, 0.19550
-1.35571, 0.19550,-1.38429, 0.19550
-1.38429, 0.19550,-1.40450, 0.21571
-1.40450, 0.21571,-1.40450, 0.24429
-1.40450, 0.24429,-1.38429, 0.26450
-1.38429, 0.26450,-1.38150, 0.26450
-1.38150, 0.26450,-1.38150, 0.31023
-1.38150, 0.31023,-1.41650, 0.34523
-1.41650, 0.34523,-1.41650, 0.35476
-1.41650, 0.35476,-1.41650, 0.49476
-1.41650, 0.49476,-1.41650, 0.53023
-1.41650, 0.53023,-1.41650, 0.53523
-1.41650, 0.53523,-1.41650, 0.90539
-1.41650, 0.90539,-1.51491, 1.00850
-1.51491, 1.00850,-1.52490, 1.00850
-1.52490, 1.00850,-1.53213, 1.00550
-1.53213, 1.00550,-1.60786, 1.00550
-1.60786, 1.00550,-1.61510, 1.00850
-1.61510, 1.00850,-1.66023, 1.00850
-1.66023, 1.00850,-1.71850, 0.95023
-1.71850, 0.95023,-1.72523, 0.94350
-1.72523, 0.94350,-1.78850, 0.94350
-1.78850, 0.94350,-1.78850, 0.71450
-1.78850, 0.71450,-1.78571, 0.71450
-1.78571, 0.71450,-1.76550, 0.69429
-1.76550, 0.69429,-1.76550, 0.66571
-1.76550, 0.66571,-1.78571, 0.64550
-1.78571, 0.64550,-1.81429, 0.64550
-1.81429, 0.64550,-1.82728, 0.65850
-1.82728, 0.65850,-1.89271, 0.65850
-1.89271, 0.65850,-1.90571, 0.64550
-1.90571, 0.64550,-1.93429, 0.64550
-1.93429, 0.64550,-1.94729, 0.65850
-1.94729, 0.65850,-2.01271, 0.65850
-2.01271, 0.65850,-2.02571, 0.64550
-2.02571, 0.64550,-2.05429, 0.64550
-2.05429, 0.64550,-2.07450, 0.66571
-2.07450, 0.66571,-2.07450, 0.69429
-2.07450, 0.69429,-2.05429, 0.71450
-2.05429, 0.71450,-2.02571, 0.71450
-2.02571, 0.71450,-2.00550, 0.69429
-2.00550, 0.69429,-2.00550, 0.68150
-2.00550, 0.68150,-1.95450, 0.68150
-1.95450, 0.68150,-1.95450, 0.69429
-1.95450, 0.69429,-1.93429, 0.71450
-1.93429, 0.71450,-1.90571, 0.71450
-1.90571, 0.71450,-1.88550, 0.69429
-1.88550, 0.69429,-1.88550, 0.68150
-1.88550, 0.68150,-1.83450, 0.68150
-1.83450, 0.68150,-1.83450, 0.69429
-1.83450, 0.69429,-1.81429, 0.71450
-1.81429, 0.71450,-1.81150, 0.71450
-1.81150, 0.71450,-1.81150, 0.94350
-1.81150, 0.94350,-1.88523, 0.94350
-1.88523, 0.94350,-1.89476, 0.94350
-1.89476, 0.94350,-1.93150, 0.98023
-1.93150, 0.98023,-1.93150, 0.98976
-1.93150, 0.98976,-1.93150, 1.06523
-1.93150, 1.06523,-1.97476, 1.10850
-1.97476, 1.10850,-2.03523, 1.10850
-2.03523, 1.10850,-2.08850, 1.05523
-2.08850, 1.05523,-2.08850, 1.03476
-2.08850, 1.03476,-2.08850, 1.02523
-2.08850, 1.02523,-2.17850, 0.93523
-2.17850, 0.93523,-2.18523, 0.92850
-2.18523, 0.92850,-2.35523, 0.92850
-2.35523, 0.92850,-2.36476, 0.92850
-2.36476, 0.92850,-2.41476, 0.97850
-2.41476, 0.97850,-2.42150, 0.98523
-2.42150, 0.98523,-2.42150, 1.07523
-2.42150, 1.07523,-2.42150, 1.08476
